Modalidad de Contratacion,Fecha de Publicacion del Proceso,Referencia del Proceso,Número de Proceso,Descripción del Procedimiento,Cuantía,Unidad de Contratación,URLProceso
Concurso de méritos abierto,06/07/2018,SSPD-CM-03-2018 (Presentación de oferta),Diseñar e Implementar una solución de cargue masivo del Sistema Único de Información -SUI (Presentación de oferta),Diseñar e Implementar una solución de cargue masivo del Sistema Único de Información -SUI- que permita mejorar la experiencia de los prestadores en el reporte de información a la Superintendencia de Servicios Públicos Domiciliarios  Superservicios,350000000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.464205&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,27/01/2021,84002421,"El CONTRATISTA se obliga a prestar sus servicios profesionales en la revisión, tipificación, clasificación, análisis de las solicitudes recibidas, la creación de expedientes virtuales; así mismo proye","El CONTRATISTA se obliga a prestar sus servicios profesionales en la revisión, tipificación, clasificación, análisis de las solicitudes recibidas, la creación de expedientes virtuales; así mismo proyectar las comunicaciones a usuario, empresa y requerimientos respectivos de acuerdo a ley 142 de 1994 para la reasignación de los recursos a fallo.",36630656,DIRECCION TERRITORIAL ORIENTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1699855&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,20/02/2019,016002819,El contratista se obliga a prestar sus servicios de apoyo a la gestión a la Oficina de Informática para apoyar las actividades relacionadas con el análisis y definición de alcances,"El contratista se obliga a prestar sus servicios de apoyo a la gestión a la Oficina de Informática para apoyar las actividades relacionadas con el análisis y definición de alcances, levantamiento de requerimientos y pruebas para las soluciones informáticas de las aplicaciones que le sean asignadas, de acuerdo con los lineamientos definidos en el proceso de Gestión de Tecnologías de la Información y enmarcados en el Proyecto de Inversión Fortalecimiento de los Servicios de TIC (...)",28853500,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.745833&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,24/02/2020,40016520,Prestar sus servicios profesionales para apoyar técnicamente las actividades contempladas en el marco del proyecto de inversión MEJORAMIENTO DE LAS ACCIONES DE VIGILANCIA Y CONTROL DE LA CALIDAD DEL,Prestar sus servicios profesionales para apoyar técnicamente las actividades contempladas en el marco del proyecto de inversión MEJORAMIENTO DE LAS ACCIONES DE VIGILANCIA Y CONTROL DE LA CALIDAD DEL AGUA EN LOS PRESTADORES DEL SERVICIO DE ACUEDUCTO,44402000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1128902&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,22/09/2020,52012120,"Prestar servicios de apoyo a la gestión en materia de   actualización de normas de información financiera y finanzas públicas, mediante el acceso de cuatro (4) funcionarios de la Superintendencia de S","Prestar servicios de apoyo a la gestión en materia de   actualización de normas de información financiera y finanzas públicas, mediante el acceso de cuatro (4) funcionarios de la Superintendencia de Servicios Públicos Domiciliarios al XIII Congreso Nacional de Finanzas Públicas, a realizarse en Bogotá a través de una plataforma virtual los días 24, 25, 28, 29 y 30 de septiembre de 2020.",5000000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1462666&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,27/01/2021,82001921,Prestar servicios profesionales jurídicos para analizar y sustanciar las actuaciones que sean necesarias dentro de los radicados que resuelvan los trámites que le sean asignados a través del sistema q,Prestar servicios profesionales jurídicos para analizar y sustanciar las actuaciones que sean necesarias dentro de los radicados que resuelvan los trámites que le sean asignados a través del sistema que la entidad disponga para ello.,31999990,DIRECCION TERRITORIAL NORTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1697877&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,10/02/2020,40017020,"Prestar sus servicios profesionales desde el componente jurídico para la elaboración, revisión y seguimiento de los procesos contractuales y demás requerimientos jurídicos en el marco de los proyectos","Prestar sus servicios profesionales desde el componente jurídico para la elaboración, revisión y seguimiento de los procesos contractuales y demás requerimientos jurídicos en el marco de los proyectos de inversión a cargo de la Superintendencia Delegada para Acueducto, Alcantarillado y Aseo.",63800000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1099833&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,30/01/2020,20006320,Prestar los servicios profesionales en la Superintendencia Delegada para Energía y Gas estableciendo los parámetros que permitan analizar y realizar seguimiento continuo a los agentes del mercado rela,"Prestar los servicios profesionales en la Superintendencia Delegada para Energía y Gas estableciendo los parámetros que permitan analizar y realizar seguimiento continuo a los agentes del mercado relacionado con el sector, para identificar señales y alertas sobre comportamientos según los criterios establecidos por la entidad y de la normativa vigente, fortaleciendo así los mecanismos para el perfilamiento de riesgos que afecten la prestación del servicio de Energía y Gas Combustible",164000000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1076327&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,28/01/2020,80003120,"Prestar los servicios profesionales jurídicos, en la revisión y/o proyección de todas las actuaciones que sean necesarias dentro de los radicados que resuelven los trámites que le sean asignados a tra","Prestar los servicios profesionales jurídicos, en la revisión y/o proyección de todas las actuaciones que sean necesarias dentro de los radicados que resuelven los trámites que le sean asignados a través de los sistemas que la Entidad disponga para ello, en el marco de la gestión de trámites a cargo de la Dirección General Territorial",35116665,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1069297&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,07/02/2020,50000320,Prestar servicios profesionales apoyando desde el punto de vista jurídico el proceso del recaudo efectivo de la contribución de acuerdo a lo previsto en la Ley 1955 de 2019 y en especial brindando apo,Prestar servicios profesionales apoyando desde el punto de vista jurídico el proceso del recaudo efectivo de la contribución de acuerdo a lo previsto en la Ley 1955 de 2019 y en especial brindando apoyo en el Comité de Defensa Jurídica de la Entidad en el cual hace parte la Secretaría General.,95100000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1094251&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,28/01/2020,82001820,DTN 073 DE 2020,"Prestar sus servicios profesionales a la DTN, en el control, verificación, seguimiento y requerimiento a los prestadores del cumplimiento de los fallos emitidos por la DT, e imponer las sanciones que se deriven del incumplimiento.",33813322,DIRECCION TERRITORIAL NORTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1071308&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,30/12/2018,82016718,Prestar servicios profesionales jurídicos para analizar y sustanciar las actuaciones que sean necesarias dentro de los radicados que resuelvan los trámites que le sean asignados a través del sistema,Prestar servicios profesionales jurídicos para analizar y sustanciar las actuaciones que sean necesarias dentro de los radicados que resuelvan los trámites que le sean asignados a través del sistema que la entidad disponga para ello en el marco de la gestión de trámites a cargo de la Dirección Territorial Norte.,18928000,DIRECCION TERRITORIAL NORTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.640206&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,23/01/2019,13000619,"EL CONTRATISTA se obliga para con LA CONTRATANTE (en adelante la SSPD) a prestar de manera independiente y con sus propios recursos, con absoluta autonomía técnica y directiva, sus servicios profesion","EL CONTRATISTA se obliga para con LA CONTRATANTE (en adelante la SSPD) a prestar de manera independiente y con sus propios recursos, con absoluta autonomía técnica y directiva, sus servicios profesionales para efectuar el análisis y proyección de documentos jurídicos en materia disciplinaria, así como actividades propias del Proceso de Gestión Jurídica, tales como el apoyo a la realización del Comité de Conciliación y Defensa Jurídica de la entidad y el modelo óptimo de gestión (...)",68199980,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.682496&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,31/12/2018,82010818,"Prestar servicios de apoyo a la gestión, para notificar actos administrativos expedidos","Prestar servicios de apoyo a la gestión, para notificar actos administrativos expedidos que le sean asignados a través del sistema que la Entidad disponga para ello, de conformidad con lo previsto en el Código de Procedimiento Administrativo y de lo Contencioso Administrativo  CPCA",15733333,DIRECCION TERRITORIAL NORTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.640513&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,07/02/2020,80006720,Prestar los servicios profesionales para apoyar la implementación de herramientas de control social en servicios públicos domiciliarios generando espacios de concertación con grupos e interés por medi,Prestar los servicios profesionales para apoyar la implementación de herramientas de control social en servicios públicos domiciliarios generando espacios de concertación con grupos e interés por medio de redes interinstitucionales del control social en servicios públicos domiciliarios y el apoyo en el seguimiento y verificación del cumplimiento de metas en el marco del proyecto de inversión OPTIMIZACION DE LOS PROCESOS Y MECANISMOS DE PARTICIPACION CIUDADANA EN SERVICIOS PUBLICOS DOMICILIARIOS,53999984,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1094457&isFromPublicArea=True&isModal=true&asPopupView=true
Mínima cuantía,28/02/2018,SSPD 05 DE 2018,ACONDICIONAMIENTO FÍSICO Y ENTRENAMIENTO DEPORTIVO,"PRESTAR EL SERVICIO PARA EL PROGRAMA DE ACONDICIONAMIENTO FÍSICO Y ENTRENAMIENTO DEPORTIVO, A LOS FUNCIONARIOS DE LA SUPERINTENDENCIA DE SERVICIOS PÚBLICOS DOMICILIARIOS SSPD.",35000000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.360444&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,27/01/2020,52004720,Prestar servisios profesionales para apoyar al Grupo de Administraión del Talento Humano en el tramite de las novedades y situaciones administrativas de los funcionarios de la Superintendencia de Serv,Prestar servisios profesionales para apoyar al Grupo de Administraión del Talento Humano en el tramite de las novedades y situaciones administrativas de los funcionarios de la Superintendencia de Servicios Publicos Domiciliarios.,46149978,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1067245&isFromPublicArea=True&isModal=true&asPopupView=true
